0016070 Bypass Cerebral Ventricle to Nasopharynx with Autologous Tissue Substitute, Open Approach
04703DZ Dilation of Abdominal Aorta with Intraluminal Device, Percutaneous Approach
04703E6 Dilation of Abdominal Aorta, Bifurcation, with Two Intraluminal Devices, Percutaneous Approach
04703EZ Dilation of Abdominal Aorta with Two Intraluminal Devices, Percutaneous Approach
04703F6 Dilation of Abdominal Aorta, Bifurcation, with Three Intraluminal Devices, Percutaneous Approach
04703FZ Dilation of Abdominal Aorta with Three Intraluminal Devices, Percutaneous Approach
04703G6 Dilation of Abdominal Aorta, Bifurcation, with Four or More Intraluminal Devices, Percutaneous Approach
04703GZ Dilation of Abdominal Aorta with Four or More Intraluminal Devices, Percutaneous Approach
04703Z1 Dilation of Abdominal Aorta using Drug-Coated Balloon, Percutaneous Approach
04703Z6 Dilation of Abdominal Aorta, Bifurcation, Percutaneous Approach
04703ZZ Dilation of Abdominal Aorta, Percutaneous Approach
0470441 Dilation of Abdominal Aorta with Drug-eluting Intraluminal Device, using Drug-Coated Balloon, Percutaneous Endoscopic Approach
0470446 Dilation of Abdominal Aorta, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach
047044Z Dilation of Abdominal Aorta with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach
0470456 Dilation of Abdominal Aorta, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach
047045Z Dilation of Abdominal Aorta with Two Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach
0470466 Dilation of Abdominal Aorta, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach
047046Z Dilation of Abdominal Aorta with Three Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach
0470476 Dilation of Abdominal Aorta, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach
047047Z Dilation of Abdominal Aorta with Four or More Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach
04704D1 Dilation of Abdominal Aorta with Intraluminal Device, using Drug-Coated Balloon, Percutaneous Endoscopic Approach
04704D6 Dilation of Abdominal Aorta, Bifurcation, with Intraluminal Device, Percutaneous Endoscopic Approach
04704DZ Dilation of Abdominal Aorta with Intraluminal Device, Percutaneous Endoscopic Approach
04704E6 Dilation of Abdominal Aorta, Bifurcation, with Two Intraluminal Devices, Percutaneous Endoscopic Approach
04704EZ Dilation of Abdominal Aorta with Two Intraluminal Devices, Percutaneous Endoscopic Approach
04704F6 Dilation of Abdominal Aorta, Bifurcation, with Three Intraluminal Devices, Percutaneous Endoscopic Approach
04704FZ Dilation of Abdominal Aorta with Three Intraluminal Devices, Percutaneous Endoscopic Approach
04704G6 Dilation of Abdominal Aorta, Bifurcation, with Four or More Intraluminal Devices, Percutaneous Endoscopic Approach
04704GZ Dilation of Abdominal Aorta with Four or More Intraluminal Devices, Percutaneous Endoscopic Approach
04704Z1 Dilation of Abdominal Aorta using Drug-Coated Balloon, Percutaneous Endoscopic Approach
04704Z6 Dilation of Abdominal Aorta, Bifurcation, Percutaneous Endoscopic Approach
04704ZZ Dilation of Abdominal Aorta, Percutaneous Endoscopic Approach
0471041 Dilation of Celiac Artery with Drug-eluting Intraluminal Device, using Drug-Coated Balloon, Open Approach
0471046 Dilation of Celiac Artery, Bifurcation, with Drug-eluting Intraluminal Device, Open Approach
047104Z Dilation of Celiac Artery with Drug-eluting Intraluminal Device, Open Approach
0471056 Dilation of Celiac Artery, Bifurcation, with Two Drug-eluting Intraluminal Devices, Open Approach
047105Z Dilation of Celiac Artery with Two Drug-eluting Intraluminal Devices, Open Approach
0471066 Dilation of Celiac Artery, Bifurcation, with Three Drug-eluting Intraluminal Devices, Open Approach
047106Z Dilation of Celiac Artery with Three Drug-eluting Intraluminal Devices, Open Approach
0471076 Dilation of Celiac Artery, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Open Approach
047107Z Dilation of Celiac Artery with Four or More Drug-eluting Intraluminal Devices, Open Approach
04710D1 Dilation of Celiac Artery with Intraluminal Device, using Drug-Coated Balloon, Open Approach
04710D6 Dilation of Celiac Artery, Bifurcation, with Intraluminal Device, Open Approach
04710DZ Dilation of Celiac Artery with Intraluminal Device, Open Approach
04710E6 Dilation of Celiac Artery, Bifurcation, with Two Intraluminal Devices, Open Approach
04710EZ Dilation of Celiac Artery with Two Intraluminal Devices, Open Approach
04710F6 Dilation of Celiac Artery, Bifurcation, with Three Intraluminal Devices, Open Approach
04710FZ Dilation of Celiac Artery with Three Intraluminal Devices, Open Approach
04710G6 Dilation of Celiac Artery, Bifurcation, with Four or More Intraluminal Devices, Open Approach
04710GZ Dilation of Celiac Artery with Four or More Intraluminal Devices, Open Approach
04710Z1 Dilation of Celiac Artery using Drug-Coated Balloon, Open Approach
04710Z6 Dilation of Celiac Artery, Bifurcation, Open Approach
04710ZZ Dilation of Celiac Artery, Open Approach
0471341 Dilation of Celiac Artery with Drug-eluting Intraluminal Device, using Drug-Coated Balloon, Percutaneous Approach
0471346 Dilation of Celiac Artery, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Approach
047134Z Dilation of Celiac Artery with Drug-eluting Intraluminal Device, Percutaneous Approach
0471356 Dilation of Celiac Artery, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Approach
047135Z Dilation of Celiac Artery with Two Drug-eluting Intraluminal Devices, Percutaneous Approach
0471366 Dilation of Celiac Artery, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Approach
047136Z Dilation of Celiac Artery with Three Drug-eluting Intraluminal Devices, Percutaneous Approach
0471376 Dilation of Celiac Artery, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Approach
047137Z Dilation of Celiac Artery with Four or More Drug-eluting Intraluminal Devices, Percutaneous Approach
04713D1 Dilation of Celiac Artery with Intraluminal Device, using Drug-Coated Balloon, Percutaneous Approach
04713D6 Dilation of Celiac Artery, Bifurcation, with Intraluminal Device, Percutaneous Approach
04713DZ Dilation of Celiac Artery with Intraluminal Device, Percutaneous Approach
04713E6 Dilation of Celiac Artery, Bifurcation, with Two Intraluminal Devices, Percutaneous Approach
04713EZ Dilation of Celiac Artery with Two Intraluminal Devices, Percutaneous Approach
04713F6 Dilation of Celiac Artery, Bifurcation, with Three Intraluminal Devices, Percutaneous Approach
04713FZ Dilation of Celiac Artery with Three Intraluminal Devices, Percutaneous Approach
04713G6 Dilation of Celiac Artery, Bifurcation, with Four or More Intraluminal Devices, Percutaneous Approach
04713GZ Dilation of Celiac Artery with Four or More Intraluminal Devices, Percutaneous Approach
04713Z1 Dilation of Celiac Artery using Drug-Coated Balloon, Percutaneous Approach
04713Z6 Dilation of Celiac Artery, Bifurcation, Percutaneous Approach
04713ZZ Dilation of Celiac Artery, Percutaneous Approach
0471441 Dilation of Celiac Artery with Drug-eluting Intraluminal Device, using Drug-Coated Balloon, Percutaneous Endoscopic Approach
0471446 Dilation of Celiac Artery, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach
047144Z Dilation of Celiac Artery with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach
0471456 Dilation of Celiac Artery, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach
047145Z Dilation of Celiac Artery with Two Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach
0471466 Dilation of Celiac Artery, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach
047146Z Dilation of Celiac Artery with Three Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach
0471476 Dilation of Celiac Artery, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach
047147Z Dilation of Celiac Artery with Four or More Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach
04714D1 Dilation of Celiac Artery with Intraluminal Device, using Drug-Coated Balloon, Percutaneous Endoscopic Approach
04714D6 Dilation of Celiac Artery, Bifurcation, with Intraluminal Device, Percutaneous Endoscopic Approach
04714DZ Dilation of Celiac Artery with Intraluminal Device, Percutaneous Endoscopic Approach
04714E6 Dilation of Celiac Artery, Bifurcation, with Two Intraluminal Devices, Percutaneous Endoscopic Approach
04714EZ Dilation of Celiac Artery with Two Intraluminal Devices, Percutaneous Endoscopic Approach
04714F6 Dilation of Celiac Artery, Bifurcation, with Three Intraluminal Devices, Percutaneous Endoscopic Approach
04714FZ Dilation of Celiac Artery with Three Intraluminal Devices, Percutaneous Endoscopic Approach
04714G6 Dilation of Celiac Artery, Bifurcation, with Four or More Intraluminal Devices, Percutaneous Endoscopic Approach
04714GZ Dilation of Celiac Artery with Four or More Intraluminal Devices, Percutaneous Endoscopic Approach
04714Z1 Dilation of Celiac Artery using Drug-Coated Balloon, Percutaneous Endoscopic Approach
04714Z6 Dilation of Celiac Artery, Bifurcation, Percutaneous Endoscopic Approach
04714ZZ Dilation of Celiac Artery, Percutaneous Endoscopic Approach
0472041 Dilation of Gastric Artery with Drug-eluting Intraluminal Device, using Drug-Coated Balloon, Open Approach
0472046 Dilation of Gastric Artery, Bifurcation, with Drug-eluting Intraluminal Device, Open Approach
047204Z Dilation of Gastric Artery with Drug-eluting Intraluminal Device, Open Approach
0472056 Dilation of Gastric Artery, Bifurcation, with Two Drug-eluting Intraluminal Devices, Open Approach
047205Z Dilation of Gastric Artery with Two Drug-eluting Intraluminal Devices, Open Approach
0472066 Dilation of Gastric Artery, Bifurcation, with Three Drug-eluting Intraluminal Devices, Open Approach
047206Z Dilation of Gastric Artery with Three Drug-eluting Intraluminal Devices, Open Approach
0472076 Dilation of Gastric Artery, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Open Approach
047207Z Dilation of Gastric Artery with Four or More Drug-eluting Intraluminal Devices, Open Approach
04720D1 Dilation of Gastric Artery with Intraluminal Device, using Drug-Coated Balloon, Open Approach
04720D6 Dilation of Gastric Artery, Bifurcation, with Intraluminal Device, Open Approach
04720DZ Dilation of Gastric Artery with Intraluminal Device, Open Approach
04720E6 Dilation of Gastric Artery, Bifurcation, with Two Intraluminal Devices, Open Approach
04720EZ Dilation of Gastric Artery with Two Intraluminal Devices, Open Approach
04720F6 Dilation of Gastric Artery, Bifurcation, with Three Intraluminal Devices, Open Approach
04720FZ Dilation of Gastric Artery with Three Intraluminal Devices, Open Approach
04720G6 Dilation of Gastric Artery, Bifurcation, with Four or More Intraluminal Devices, Open Approach
04720GZ Dilation of Gastric Artery with Four or More Intraluminal Devices, Open Approach
04720Z1 Dilation of Gastric Artery using Drug-Coated Balloon, Open Approach
04720Z6 Dilation of Gastric Artery, Bifurcation, Open Approach
04720ZZ Dilation of Gastric Artery, Open Approach
0472341 Dilation of Gastric Artery with Drug-eluting Intraluminal Device, using Drug-Coated Balloon, Percutaneous Approach
0472346 Dilation of Gastric Artery, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Approach
047234Z Dilation of Gastric Artery with Drug-eluting Intraluminal Device, Percutaneous Approach
0472356 Dilation of Gastric Artery, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Approach
047235Z Dilation of Gastric Artery with Two Drug-eluting Intraluminal Devices, Percutaneous Approach
0472366 Dilation of Gastric Artery, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Approach
047236Z Dilation of Gastric Artery with Three Drug-eluting Intraluminal Devices, Percutaneous Approach
0472376 Dilation of Gastric Artery, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Approach
047237Z Dilation of Gastric Artery with Four or More Drug-eluting Intraluminal Devices, Percutaneous Approach
04723D1 Dilation of Gastric Artery with Intraluminal Device, using Drug-Coated Balloon, Percutaneous Approach
04723D6 Dilation of Gastric Artery, Bifurcation, with Intraluminal Device, Percutaneous Approach
04723DZ Dilation of Gastric Artery with Intraluminal Device, Percutaneous Approach
04723E6 Dilation of Gastric Artery, Bifurcation, with Two Intraluminal Devices, Percutaneous Approach
04723EZ Dilation of Gastric Artery with Two Intraluminal Devices, Percutaneous Approach
04723F6 Dilation of Gastric Artery, Bifurcation, with Three Intraluminal Devices, Percutaneous Approach
04723FZ Dilation of Gastric Artery with Three Intraluminal Devices, Percutaneous Approach
04723G6 Dilation of Gastric Artery, Bifurcation, with Four or More Intraluminal Devices, Percutaneous Approach
04723GZ Dilation of Gastric Artery with Four or More Intraluminal Devices, Percutaneous Approach
04723Z1 Dilation of Gastric Artery using Drug-Coated Balloon, Percutaneous Approach
04723Z6 Dilation of Gastric Artery, Bifurcation, Percutaneous Approach
04723ZZ Dilation of Gastric Artery, Percutaneous Approach
0472441 Dilation of Gastric Artery with Drug-eluting Intraluminal Device, using Drug-Coated Balloon, Percutaneous Endoscopic Approach
0472446 Dilation of Gastric Artery, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach
047244Z Dilation of Gastric Artery with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach
0472456 Dilation of Gastric Artery, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach
047245Z Dilation of Gastric Artery with Two Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach
0472466 Dilation of Gastric Artery, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach
047246Z Dilation of Gastric Artery with Three Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach
0472476 Dilation of Gastric Artery, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach
047247Z Dilation of Gastric Artery with Four or More Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach
04724D1 Dilation of Gastric Artery with Intraluminal Device, using Drug-Coated Balloon, Percutaneous Endoscopic Approach
04724D6 Dilation of Gastric Artery, Bifurcation, with Intraluminal Device, Percutaneous Endoscopic Approach
04724DZ Dilation of Gastric Artery with Intraluminal Device, Percutaneous Endoscopic Approach
04724E6 Dilation of Gastric Artery, Bifurcation, with Two Intraluminal Devices, Percutaneous Endoscopic Approach
04724EZ Dilation of Gastric Artery with Two Intraluminal Devices, Percutaneous Endoscopic Approach
04724F6 Dilation of Gastric Artery, Bifurcation, with Three Intraluminal Devices, Percutaneous Endoscopic Approach
